order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,payment_sequential,payment_type,payment_installments,payment_value,order_day,order_hour
25f4376934e13d3508486352e11a5db0,12fd2740039676063a874b9567dfa651,delivered,2018-05-17 16:59:11,2018-05-18 01:17:39,2018-05-18 13:02:00,2018-05-21 15:22:11,2018-05-25,372e0fc66eacb8698e4f9997d366d961,12230,sao jose dos campos,SP,1.0,credit_card,5.0,82.33,Thursday,16
138849fd84dff2fb4ca70a0a34c4aa1c,9b18f3fc296990b97854e351334a32f6,delivered,2018-02-01 14:02:19,2018-02-03 02:53:07,2018-02-06 19:13:26,2018-02-14 13:41:59,2018-02-23,b2cac0b16835dabf811b204127f58afa,6330,carapicuiba,SP,1.0,boleto,1.0,52.84,Thursday,14
734e7d1bbaeb2ff82521ca0fe6fb6f79,2932d241d1f31e6df6c701d52370ae02,delivered,2018-06-11 08:18:19,2018-06-11 08:31:50,2018-06-11 14:54:00,2018-06-14 21:32:21,2018-07-05,f7603d34c795584792a484186233e6e5,3942,sao paulo,SP,1.0,credit_card,1.0,43.46,Monday,8
68e48e68da1f50f7c5838ea75e3a20dd,4afc1dcca5fe8926fc97d60a4497f8ab,delivered,2018-06-18 16:02:23,2018-06-18 17:00:57,2018-06-19 15:55:00,2018-06-22 21:18:51,2018-07-13,a464f750556546a0989d9326ec003ccf,8220,sao paulo,SP,1.0,credit_card,3.0,392.6,Monday,16
b52cc4919de82b4d696a4380d10804a3,be8c14c16a4d47194ccdfe10f1fc5b1a,delivered,2018-06-13 13:47:39,2018-06-15 02:37:29,2018-06-15 14:22:00,2018-06-18 22:32:44,2018-06-26,c86a25b8f5f6c203bb3471553bdc3200,13157,cosmopolis,SP,1.0,boleto,1.0,55.02,Wednesday,13
fa516182d28f96f5f5c651026b0749ee,55e6b290205c84ddd23ddf5eb134efd4,delivered,2018-04-13 08:44:17,2018-04-13 13:30:02,2018-04-13 22:19:21,2018-04-19 20:41:45,2018-05-08,7f2eb9cf900070f2e7a7f0e95719f85b,13145,paulinia,SP,1.0,credit_card,1.0,209.41,Friday,8
6abaad69b8b349c3a529b4b91ce18e46,f5618502bee8eafdee72fb6955e2ebdf,delivered,2018-02-15 10:33:30,2018-02-15 10:47:59,2018-02-20 14:15:09,2018-02-24 19:15:56,2018-03-07,fa0ee7ceb94193fb02aa78ce3a55695a,6395,carapicuiba,SP,1.0,credit_card,4.0,57.0,Thursday,10
bd4bd0194d6d29f83b8557d4b89b572a,636e15840ab051faa13d3f781b6e4233,delivered,2018-07-28 16:52:55,2018-07-31 03:50:24,2018-08-01 16:01:00,2018-08-06 18:44:46,2018-08-08,65e5aaf9f721945f29cdba45c206cb83,14090,ribeirao preto,SP,1.0,boleto,1.0,37.83,Saturday,16
6d25592267349b322799e2beb687871e,5bb39c890c91b1d26801aa19a9336eac,delivered,2018-08-26 22:04:34,2018-08-28 04:10:18,2018-08-28 12:56:00,2018-08-29 12:40:53,2018-08-30,a71cac9f356cfeb9db35061020806212,2407,sao paulo,SP,1.0,boleto,1.0,201.82,Sunday,22
cadbb3657dac2dbbd5b84b12e7b78aad,93ada7a24817edda9f4ab998fa823d16,delivered,2018-02-27 12:55:42,2018-03-01 02:48:54,2018-03-03 02:27:03,2018-03-16 14:59:01,2018-03-29,cd148470c375939669971e8a032b16b4,14091,ribeirao preto,SP,1.0,boleto,1.0,409.79,Tuesday,12
9defaf92cff22420e4e8ef7784815a55,64fb950e760ec8b0db79154a1fa9c1bf,delivered,2018-05-11 13:10:51,2018-05-11 13:36:50,2018-05-16 14:43:00,2018-05-21 16:09:55,2018-06-05,b11b7871c2b8be2d11fab954f58542f2,18017,sorocaba,SP,1.0,credit_card,6.0,62.69,Friday,13
0e782c3705510e717d28907746cbda82,3a897024068ed42a183de61d5727d866,delivered,2018-05-01 08:12:37,2018-05-01 08:52:58,2018-05-02 19:01:00,2018-05-04 14:02:26,2018-05-16,adeefbe14d26d3bf90facfeaae35d605,4845,sao paulo,SP,1.0,credit_card,1.0,37.38,Tuesday,8
f169bd689fb8b32ccd62df9050aebc0b,82f0b75bb50fcb30711e5277e36b3983,delivered,2018-04-22 23:23:18,2018-04-24 19:24:14,2018-04-27 13:46:00,2018-04-30 17:57:25,2018-05-07,4a8c8f751984985cd49f74249da95aae,8485,sao paulo,SP,1.0,credit_card,8.0,772.08,Sunday,23
41bb5cee06dbf170878a9ef93ac7e7f5,1833a0540067becaf59368fe4cd4303a,delivered,2018-05-14 08:35:33,2018-05-14 08:52:24,2018-05-16 14:46:00,2018-05-18 14:48:38,2018-06-08,ca73adc05ad5d0d880de79b5ea3253b3,4053,sao paulo,SP,1.0,credit_card,2.0,23.69,Monday,8
e3447938231fb6ba2fee0231b51eca59,2c3642e1392097fb4af76a76fec16a46,delivered,2018-08-26 11:04:26,2018-08-26 11:15:29,2018-08-27 15:52:00,2018-08-28 21:06:31,2018-08-30,08de4d9507128e2ad419e26cc4f22b65,11440,guaruja,SP,1.0,credit_card,2.0,172.14,Sunday,11
a5474c0071dd5d1074e12d417078bbd0,ef15b3240b2083e0487762ee2978d2b8,delivered,2018-07-30 22:41:44,2018-08-01 02:50:15,2018-08-02 10:35:00,2018-08-03 19:28:47,2018-08-02,0c8761c28faa9b9930e4a9bb545905da,6434,barueri,SP,1.0,boleto,1.0,21.38,Monday,22
66d03fb3c4b0f80b5db04ef9c260336d,c39bde0d4030d5e31e654f0c20db9786,delivered,2018-02-06 21:09:10,2018-02-06 21:29:40,2018-02-07 17:13:05,2018-02-16 20:24:42,2018-03-07,8e4404700874036dbb2c606039875e1a,12243,sao jose dos campos,SP,1.0,credit_card,1.0,96.01,Tuesday,21
f2fa3795760c35b8c05fa8e2f09d5143,fac60d7c4df3896a5af5db6c91e03797,delivered,2018-03-31 14:20:46,2018-04-03 05:10:21,2018-04-05 00:44:42,2018-04-07 00:06:33,2018-05-04,c53e944da3d3ad66ccb7527165b78681,14405,franca,SP,1.0,boleto,1.0,518.39,Saturday,14
3923e3ade70348985bd2ca389905cf19,6454e6cba392b35aa21527063026fc92,delivered,2018-03-07 23:00:33,2018-03-09 03:00:35,2018-03-14 02:08:26,2018-03-19 18:46:32,2018-03-29,3ed766ba830792bcc9ad889d2607eab7,9811,sao bernardo do campo,SP,1.0,boleto,1.0,78.15,Wednesday,23
e37797aedc7cd4ef82278fbc169eecaf,4c9c7c2b6de6ee2568681b5599bb7495,delivered,2018-05-08 22:12:34,2018-05-08 22:31:43,2018-05-10 13:35:00,2018-05-14 18:55:59,2018-05-23,f9c75a729bd4f0b6c346b18ad9fbc1cb,2055,sao paulo,SP,1.0,credit_card,3.0,84.57,Tuesday,22
5164933efe0cd14f31424b9badf81f19,d0e71d7a6dbca8ac513ac63d08a81fa0,delivered,2018-04-25 22:18:10,2018-04-25 22:31:56,2018-04-26 12:35:00,2018-04-27 16:50:03,2018-05-14,5fa1f56316f4154109ceb42651385b7c,9521,sao caetano do sul,SP,1.0,credit_card,1.0,141.9,Wednesday,22
e6190dea235662449d160357e46eaec8,b80feb27fb4955a21bca55fdb039af17,delivered,2018-01-09 06:37:43,2018-01-09 07:27:15,2018-01-09 18:35:02,2018-01-15 14:56:58,2018-02-06,fe65c76fc3eb742328d1401c521c95b4,6226,osasco,SP,1.0,credit_card,2.0,89.88,Tuesday,6
89165e6d4c28047da0adf13ac8b3e1b3,4924a47e8cd5630b3564e26fac55c5ec,delivered,2018-07-18 13:39:54,2018-07-18 13:50:14,2018-07-24 14:14:00,2018-07-26 18:26:37,2018-07-30,38eb5d4dcd39b971746632c47a4eb123,7172,guarulhos,SP,1.0,credit_card,1.0,118.35,Wednesday,13
9344ccd01ff5fa7ec2aef0ee7e1c49c3,4fd75fb5ef1f01c7585bf746092a1544,delivered,2018-05-16 16:10:21,2018-05-18 04:54:31,2018-05-21 07:09:00,2018-05-24 19:04:00,2018-06-04,cc9cbe91f775a595bcb05af59019b396,18683,lencois paulista,SP,1.0,boleto,1.0,51.79,Wednesday,16
f4471dae8c482f51aa1826cd9f5d4433,167b9485947ed0a354a3f8dad04eb199,delivered,2018-07-05 18:40:47,2018-07-05 18:55:15,2018-07-10 15:10:00,2018-07-11 21:16:47,2018-07-19,548a09978548d2e347d494793e34c797,6462,barueri,SP,1.0,credit_card,8.0,232.14,Thursday,18
9885fff91f7c807525f8320e5292a3db,83257fb6f3a1edd3a75464178aa3f382,delivered,2018-01-10 14:18:40,2018-01-11 02:48:39,2018-01-12 14:15:26,2018-01-24 23:16:49,2018-01-31,82ab8d779ce526b08d6b92769be44c49,8970,salesopolis,SP,1.0,boleto,1.0,156.67,Wednesday,14
90349f264a3d6a2525a34598d09dda6b,d19f254a07da73a055409256e9bfe40a,delivered,2018-05-11 16:35:19,2018-05-12 03:32:26,2018-05-14 15:16:00,2018-05-15 18:38:39,2018-05-21,831a032a3327e2b8325faf9d37953870,13478,americana,SP,1.0,boleto,1.0,314.34,Friday,16
95cf9f239f724799131f7ca949209bd9,7251aa758779438faea714941f1051c4,delivered,2018-05-25 08:54:21,2018-05-25 09:16:24,2018-05-28 15:43:00,2018-05-30 15:06:44,2018-06-12,65ee274b862c5c053367be8a70dbc029,4293,sao paulo,SP,1.0,credit_card,1.0,97.88,Friday,8
1d067305b599c1e0dceb3864056ea527,0489975a325480c9e385e9f135bb13c3,delivered,2018-02-14 13:05:17,2018-02-14 13:15:38,2018-02-20 20:12:57,2018-03-09 21:52:36,2018-03-09,b577af9a54b023b4bcc51f69bb937f1c,14406,franca,SP,1.0,credit_card,5.0,170.43,Wednesday,13
14e6e050a57912543937e93051cc7b2c,d006bd8339ac9891923132af6408f557,delivered,2018-06-24 19:01:52,2018-06-24 19:20:23,2018-06-25 15:57:00,2018-06-28 13:03:08,2018-07-27,50f99f56ab935ac45c6f1cd4c0bfbe2a,13304,itu,SP,1.0,credit_card,1.0,68.63,Sunday,19
e69e2290db6b2d3b7593a40112e1a82a,3a017955f82b5bf61bb51aec865a01ca,delivered,2018-06-01 11:26:06,2018-06-02 03:15:28,2018-06-04 13:08:00,2018-06-05 17:44:39,2018-07-04,ab93bfed86e2417198d66cf58945442e,7401,aruja,SP,1.0,boleto,1.0,126.67,Friday,11
c8627adf430caff83161acbeb344d8f5,078d86e7bf40b188f0e5ed6d866c21c4,delivered,2018-08-09 16:23:03,2018-08-09 17:30:25,2018-08-10 12:32:00,2018-08-14 19:12:05,2018-08-21,0319cd43072df023584a1fa0a94d45ce,8725,mogi das cruzes,SP,1.0,credit_card,1.0,285.59,Thursday,16
a7cd6af6e0519313887b3c3a120f20ca,a559b10d4f093640a0ed4693ce16ed02,delivered,2018-04-26 11:59:05,2018-04-26 12:11:18,2018-04-27 11:49:00,2018-05-03 02:52:58,2018-05-07,9ed19e34d278749a58db6f4659f679b1,6033,osasco,SP,1.0,credit_card,4.0,43.29,Thursday,11
663830a477534735bbdec9de01113fa2,c1ddb7521d14db9071dccad0a94305c2,delivered,2018-07-15 12:37:12,2018-07-16 12:30:53,2018-07-16 14:33:00,2018-07-23 23:56:47,2018-08-13,fe22f09401a6af700ab66fac2edbea15,2053,sao paulo,SP,1.0,credit_card,1.0,38.41,Sunday,12
93ec3e2c9a4beee38c28973d307093e1,330ca6b207006779da875ef48faef608,delivered,2018-03-29 14:27:41,2018-03-29 14:35:21,2018-04-04 23:16:22,2018-04-06 22:52:39,2018-04-11,c3fcf3b664801fe10c4d9f62ac72b21a,2671,sao paulo,SP,1.0,credit_card,3.0,204.45,Thursday,14
5561adcb0fd46da4cad3048fa4e7fc00,819b0aa9b717f6d78c0f72211bafebe3,delivered,2018-06-25 15:36:18,2018-06-25 15:58:17,2018-06-26 14:58:00,2018-06-27 17:18:42,2018-07-11,87d406e4698a66118241f1f4a407ee03,4216,sao paulo,SP,1.0,credit_card,1.0,109.35,Monday,15
ce9feeba53c652dd6569cca62e2bb287,f7398fc942c8fa80e5419ae52e49f7fb,delivered,2018-04-15 19:42:06,2018-04-15 19:55:20,2018-04-19 14:32:30,2018-04-20 23:12:11,2018-04-26,d01cf8c6c7c836c5dd9320585928f42b,6414,barueri,SP,1.0,credit_card,1.0,56.86,Sunday,19
36ebb4199031e72a1fa964549b88c377,eecf2b94cdbe9ef6245fabb5e091c987,delivered,2018-04-04 08:39:50,2018-04-04 08:50:15,2018-04-07 00:49:39,2018-04-16 23:35:26,2018-05-02,94819c1119bcbb29d414ac33b904e82d,18403,itapeva,SP,1.0,voucher,1.0,133.25,Wednesday,8
ba4ddff2b9082f079de9a84d7a5605fd,fbfba770bf13f470f63d1854a765a2d3,delivered,2018-01-18 09:30:54,2018-01-18 09:38:30,2018-01-18 23:43:46,2018-01-20 17:56:44,2018-02-02,213ce7ea2a0345a65b4045cf55be42d8,4815,sao paulo,SP,1.0,credit_card,1.0,65.47,Thursday,9
5487a8ac1699754d975f853ce8bb9321,a51b373c427132a77b112ca10f502c4f,delivered,2018-03-29 14:29:44,2018-04-03 05:48:50,2018-04-04 01:13:40,2018-04-08 16:22:04,2018-04-20,995fe9426f030109b1614044edaf46d9,2537,sao paulo,SP,1.0,boleto,1.0,187.19,Thursday,14
b6b3633f97c686d8e188ac6fa29ff20d,8d3d362741da05c706eb55001bdfa1b9,delivered,2018-07-27 12:45:51,2018-07-27 13:04:20,2018-08-02 13:33:00,2018-08-06 17:20:53,2018-08-17,71570c9b76f11df814726260cf634fb8,3236,sao paulo,SP,1.0,credit_card,7.0,698.85,Friday,12
43d88b0e949865904334dd5b3ca63f50,aa601b3c45980c0918042d5ca7a25054,delivered,2018-03-15 16:59:11,2018-03-15 17:15:42,2018-03-19 15:03:06,2018-03-20 16:13:27,2018-04-02,1006daf2f4f3b40848bdb64d356b4b39,6665,itapevi,SP,1.0,credit_card,2.0,58.28,Thursday,16
58d4c4747ee059eeeb865b349b41f53a,1755fad7863475346bc6c3773fe055d3,delivered,2018-07-21 12:49:32,2018-07-26 23:31:53,2018-07-24 12:57:00,2018-07-25 23:58:19,2018-07-31,a5314ac290a8b141491e987ae37aa7cc,13454,santa barbara d'oeste,SP,1.0,boleto,1.0,35.36,Saturday,12
287c56aa824d8d1ea40246ad12013f62,5232c22d7ed2b631db6b2cab74b2c5f2,delivered,2018-08-01 10:48:19,2018-08-02 10:45:12,2018-08-03 10:30:00,2018-08-07 13:59:38,2018-08-10,ff10e644ac8984d7e9fcafd5adf1b8cd,14090,ribeirao preto,SP,1.0,credit_card,1.0,83.05,Wednesday,10
f26f92a3da58e9c771820a7b4d9a6800,597950088114c1a9e2b27459051f40ff,delivered,2018-02-10 19:27:28,2018-02-10 19:35:32,2018-02-14 23:09:27,2018-02-19 15:07:08,2018-02-26,dbc0a39ff0c850cd0358a1fe289095b9,13470,americana,SP,1.0,credit_card,1.0,57.68,Saturday,19
412fccb2b44a99b36714bca3fef8ad7b,c6865c523687cb3f235aa599afef1710,delivered,2018-07-22 22:30:05,2018-07-23 12:31:53,2018-07-23 12:24:00,2018-07-24 19:26:42,2018-07-31,95aec963a6193f24401417870b648031,7600,mairipora,SP,1.0,credit_card,1.0,140.88,Sunday,22
67b47f35ec923e39f1203f3cfa80f5e3,0dd5a932b1e29daa12845dbf696cbb54,delivered,2018-06-03 18:24:33,2018-06-03 18:49:57,2018-06-04 15:11:00,2018-06-08 18:58:53,2018-07-11,76c9a12722537319e44c31e70b7815c3,13960,socorro,SP,1.0,credit_card,4.0,41.69,Sunday,18
b616f638cd86d92c7cbd06cf7484ee34,8458f7ae02bda5950ce48c01a720559a,delivered,2018-05-23 16:37:35,2018-05-23 16:56:50,2018-05-24 16:13:00,2018-06-06 14:06:48,2018-06-08,23daf66dd86071f57d332fa5562afbe9,8150,sao paulo,SP,1.0,credit_card,1.0,20.75,Wednesday,16
f90202d14e468090464aeb4b1f0372ab,d4c5a2a1316f738e72e179d6bb3b6d8f,delivered,2018-05-17 08:33:19,2018-05-17 08:59:32,2018-05-23 12:24:00,2018-06-01 23:27:31,2018-06-04,b0608ebf65dbde33b45973a50e9f8965,4552,sao paulo,SP,1.0,credit_card,1.0,102.56,Thursday,8
52f166ce5fa053bbb27d317e4fd231b7,1b848bc58de81ae1b800cf3a4571bedf,delivered,2018-04-18 20:13:31,2018-04-18 20:32:54,2018-04-20 22:38:37,2018-04-26 20:11:48,2018-05-11,2db7f214cad74f77bf16ddd07ec20b35,17606,tupa,SP,1.0,credit_card,4.0,446.51,Wednesday,20
d493148aa5f8d08914d29ec0524e1196,d7b9004ff34610bb3451b130ee2bf38e,delivered,2018-01-31 13:21:44,2018-02-01 13:35:14,2018-02-05 17:12:14,2018-02-14 18:04:45,2018-02-26,fb20bf5c01fbc8bb8ab3ec1e4104c9d5,3734,sao paulo,SP,1.0,credit_card,6.0,170.1,Wednesday,13
c82a457d646f77c8f151e12a3e517ed2,c178d6d544925594fafab0ba493cd645,delivered,2018-08-08 21:11:25,2018-08-08 21:25:20,2018-08-10 17:10:00,2018-08-15 15:02:09,2018-08-15,d76441ab4a22e389561144ffafdaa19c,13068,campinas,SP,1.0,credit_card,3.0,145.0,Wednesday,21
93a21c10557cc1b1ecfe2c3a808c648a,45c9fcdb0cd88a5630cb4405c4d2e4a7,delivered,2018-02-27 10:05:56,2018-02-27 10:15:33,2018-03-01 20:39:44,2018-03-05 20:53:02,2018-03-22,c6ff1299ecfd927f41df559f9b61e94a,8940,biritiba-mirim,SP,1.0,credit_card,2.0,338.0,Tuesday,10
507240e305d631056d7ced5d5ab0eb9a,5cff2efe34e8e604619520cc86201235,delivered,2018-03-29 15:08:14,2018-03-29 15:29:55,2018-04-02 23:24:37,2018-04-05 19:34:29,2018-04-11,db3e4742e06a8a95bb1ff58ba972f8b5,4474,sao paulo,SP,1.0,credit_card,1.0,59.47,Thursday,15
def622b4b003c4749c889dd9a0b43eca,e28087daa16ea2d4ef377fd789af20b4,delivered,2018-01-25 23:13:41,2018-01-27 02:45:33,2018-01-29 20:37:16,2018-02-08 18:38:55,2018-02-21,25799bf6b79e82c19bd6d590c02cf821,13208,jundiai,SP,1.0,boleto,1.0,53.3,Thursday,23
434d3eec8dd031c322077fb2452e53a0,7a7893d13f178fdf58daeff7347e2d94,delivered,2018-05-08 14:38:14,2018-05-08 14:55:47,2018-05-08 16:46:00,2018-05-09 15:15:10,2018-05-16,a9a7ad094e7f664ee17a02d45257ddfd,11410,guaruja,SP,1.0,credit_card,1.0,76.29,Tuesday,14
3ef7c7b43ae449415675a6c34720b78e,cae507afa38570ca8b08ae0cbcadd5d5,delivered,2018-06-16 19:05:54,2018-06-18 12:37:24,2018-06-21 14:12:00,2018-06-26 17:08:45,2018-07-12,490aaedd703d157551ba484dbf0ec17c,13145,paulinia,SP,1.0,boleto,1.0,403.32,Saturday,19
4d95703047b8a80cf5796b7478900ec7,da18c242eff18510c1df2f0337a9be95,delivered,2018-01-23 23:59:03,2018-01-24 00:16:30,2018-01-24 16:47:22,2018-01-30 14:36:52,2018-02-19,5fd0cae43a6002e194fe471367ee22d2,13220,varzea paulista,SP,1.0,credit_card,3.0,103.5,Tuesday,23
955e2b622db1a1f4031ef035ce9a861f,8d0c2ae2c7b532f0e90bdd06bc9a04b7,delivered,2018-01-16 22:34:16,2018-01-17 03:34:29,2018-01-17 17:26:14,2018-01-22 23:23:25,2018-02-06,56509f7bc43892a0da09ee14f50a6f84,5782,sao paulo,SP,1.0,boleto,1.0,211.89,Tuesday,22
fd9b8ed51e5ffedf7a56bea36cc5b6f9,0385c03f2b10a0a50ee72d8e3649a4b3,delivered,2018-03-30 23:11:40,2018-03-30 23:26:57,2018-04-04 20:04:05,2018-04-19 18:03:46,2018-04-27,b8c64934a84e5ac575aaf1c5d50f340e,19800,assis,SP,1.0,credit_card,3.0,43.32,Friday,23
fd9b8ed51e5ffedf7a56bea36cc5b6f9,0385c03f2b10a0a50ee72d8e3649a4b3,delivered,2018-03-30 23:11:40,2018-03-30 23:26:57,2018-04-04 20:04:05,2018-04-19 18:03:46,2018-04-27,b8c64934a84e5ac575aaf1c5d50f340e,19800,assis,SP,2.0,voucher,1.0,100.0,Friday,23
d86359a45e3f6c6d8b35f7b13e41abf5,a1acf95041edd043087a040e89449636,delivered,2018-06-06 14:21:47,2018-06-06 14:35:26,2018-06-08 13:20:00,2018-06-15 14:28:27,2018-07-12,191525912e1a31a97bf8b481ce852f75,11712,praia grande,SP,1.0,credit_card,1.0,124.7,Wednesday,14
2d5cdc856665603f1580e3586bde89a5,caecab08cac2be52d89f87462765b4f4,delivered,2018-01-30 17:36:43,2018-01-30 17:57:55,2018-02-01 18:13:16,2018-02-05 19:38:56,2018-02-21,ecc6d0f3eb9435df737e1f0d9a1c6d3f,14090,ribeirao preto,SP,1.0,credit_card,8.0,216.93,Tuesday,17
c228d309379c3ae545cc6ca2d5aae1b2,eca5e1383292be5fc6c5b1aa3e1215b5,delivered,2018-06-30 21:57:55,2018-06-30 22:10:13,2018-07-02 13:39:00,2018-07-04 21:48:36,2018-07-24,b36e3758a257a9e554bfae4d648b2950,17514,marilia,SP,1.0,credit_card,1.0,48.83,Saturday,21
a094215e786240fcfefb83d18036a1cd,86acfb656743da0c113d176832c9d535,delivered,2018-02-08 18:56:45,2018-02-08 19:32:18,2018-02-09 21:41:54,2018-02-19 13:28:50,2018-02-22,f5cb81f98962f7504bef1e75579b6dff,13474,americana,SP,1.0,credit_card,1.0,132.05,Thursday,18
f11b36b3bc7bacf06deef862ed611f02,ae8db0691449a44352e7d535ddf78c5e,delivered,2018-05-15 09:10:20,2018-05-16 03:14:50,2018-05-16 15:47:00,2018-05-22 20:37:31,2018-05-30,ad28944afc91824e30366a595654aaa4,11440,guaruja,SP,1.0,boleto,1.0,124.76,Tuesday,9
2c3a5e5f5bc3ae78ed5748461e62d47d,5f2bc926ec92aa65c33b70ed59e74175,delivered,2018-01-22 19:22:26,2018-01-22 19:36:30,2018-01-24 00:34:56,2018-02-06 15:49:01,2018-02-06,26519785c800da52d3796667a222ecb0,18080,sorocaba,SP,1.0,credit_card,1.0,69.73,Monday,19
6f954a919130aa1e8def4ed1b9fca432,d929280e89af72c9509d90a5912adaa4,delivered,2018-07-28 18:21:00,2018-07-31 03:50:25,2018-07-31 11:13:00,2018-08-01 23:57:28,2018-08-02,c05813a7cd3de5d467c50fb22e52eb2c,13330,indaiatuba,SP,1.0,boleto,1.0,22.18,Saturday,18
28fa410eec232354726af94904c6fa9b,229755021cdd010bc07d4f5b35c78ef6,delivered,2018-03-17 15:21:11,2018-03-20 03:48:59,2018-04-05 00:32:57,2018-04-06 01:23:24,2018-04-16,28a9545ffe21521e8fa3870135873d50,13306,itu,SP,1.0,boleto,1.0,100.57,Saturday,15
f93af565de05d2427790ad8d0368a80e,abd4fba77f31f5efdc766a09851e4da3,delivered,2018-06-03 11:52:11,2018-06-03 12:10:28,2018-06-04 15:05:00,2018-06-05 18:19:32,2018-06-28,0be176523405976a37488ad6a2b81031,5412,sao paulo,SP,1.0,credit_card,2.0,88.31,Sunday,11
7107c5823a581db0314f8f0fa95f61e7,2368e38c19fd581f0953057716cad811,delivered,2018-02-27 15:53:44,2018-02-27 16:15:38,2018-03-01 20:07:45,2018-03-22 22:12:59,2018-04-03,f81bd58e79b9717dc8a5edb0c4f0b502,5622,sao paulo,SP,1.0,credit_card,1.0,84.91,Tuesday,15
879195f2460f97ab2f3bf119f2e8638b,09cdb569d94234872c468f2711ca0f91,delivered,2018-02-03 14:56:55,2018-02-03 15:11:02,2018-02-05 15:54:50,2018-02-23 22:59:22,2018-03-01,ae3759d2ee307574752179acccd595b6,13348,indaiatuba,SP,1.0,credit_card,1.0,39.75,Saturday,14
884cb4ce4a06390d35206de06f785d13,d19813c8754cc82d0add67df8bd8a38c,delivered,2018-04-03 20:44:15,2018-04-04 03:29:36,2018-04-04 19:12:15,2018-04-05 20:09:27,2018-04-13,0a289ff546b41e561b900c97b7bf6c78,4018,sao paulo,SP,1.0,boleto,1.0,24.38,Tuesday,20
